Job Title,Company,Location,Salary,Skills,Experience,Posted Date
Frontend Developer,Tech Company 156,Ho Chi Minh,45-80 millions,"VueJS, Nuxt",Lead,2024-05-08
Data Scientist,Tech Company 276,Ho Chi Minh,26-59 millions,"Python, Pandas, Scikit-learn",Senior,2024-09-08
Tester/QA,Tech Company 149,Remote,61-107 millions,"Selenium, Python",Manager,2025-09-27
Backend Developer,Tech Company 195,Ho Chi Minh,26-56 millions,"Node.js, Express",Senior,2025-11-27
Data Scientist,Tech Company 379,,67-111 millions,"Python, PyTorch, AWS",Manager,2024-06-14
Frontend Developer,Tech Company 144,Ho Chi Minh,28-59 millions,"HTML, CSS, JS",Senior,2025-07-23
DevOps Engineer,Tech Company 232,Ho Chi Minh,45-80 millions,"Linux, Jenkins, Ansible",Lead,2025-12-25
DevOps Engineer,Tech Company 9,Ha Noi,15-32 millions,"Azure, CI/CD, Terraform",Junior,2024-12-02
Backend Developer,Tech Company 212,Ho Chi Minh,42-77 millions,"Node.js, Express",Lead,2024-06-26
Tester/QA,Tech Company 334,Ha Noi,27-58 millions,"Automation, Cypress",Senior,2025-10-26
Tester/QA,Tech Company 184,,8-20 millions,"Selenium, Python",Fresher,2025-09-07
Backend Developer,Tech Company 5,Ha Noi,16-32 millions,"Python, Django",Junior,2025-03-31
AI/ML Engineer,Tech Company 418,Ho Chi Minh,18-29 millions,"C++, CUDA, Computer Vision",Junior,2024-04-02
Data Scientist,Tech Company 144,Ho Chi Minh,29-59 millions,"Python, Pandas, Scikit-learn",Senior,2024-02-07
Data Scientist,Tech Company 57,Ha Noi,15-31 millions,"Python, Pandas, Scikit-learn",Junior,2025-02-09
Tester/QA,Tech Company 345,Ha Noi,44-80 millions,"Manual Testing, SQL",Lead,2025-08-02
Frontend Developer,Tech Company 439,Ha Noi,28-55 millions,"VueJS, Nuxt",Senior,2025-08-06
AI/ML Engineer,Tech Company 348,Ha Noi,17-27 millions,"Python, TensorFlow, CV",Junior,2025-12-10
Tester/QA,Tech Company 27,Ho Chi Minh,29-58 millions,"Selenium, Python",Senior,2025-10-27
Mobile Developer,Tech Company 186,Ho Chi Minh,42-79 millions,"Swift, iOS",Lead,2025-05-22
Data Scientist,Tech Company 162,Ho Chi Minh,26-57 millions,"Python, Pandas, Scikit-learn",Senior,2025-04-04
Frontend Developer,Tech Company 217,Ho Chi Minh,10-17 millions,"ReactJS, TypeScript",Fresher,2025-12-07
Data Scientist,Tech Company 50,Da Nang,53-90 millions,"Python, Pandas, Scikit-learn",Manager,2025-10-02
Backend Developer,Tech Company 123,Ho Chi Minh,10-17 millions,"Go, Microservices",Fresher,2025-04-29
DevOps Engineer,Tech Company 318,Ha Noi,67-114 millions,"Linux, Jenkins, Ansible",Manager,2025-09-06
Tester/QA,Tech Company 194,Ho Chi Minh,14-27 millions,"Selenium, Python",Junior,2024-02-04
Frontend Developer,Tech Company 155,Ha Noi,14-31 millions,"VueJS, Nuxt",Junior,2024-02-26
Frontend Developer,Tech Company 206,Ho Chi Minh,27-56 millions,"ReactJS, TypeScript",Senior,2025-01-25
Data Scientist,Tech Company 197,,9-19 millions,"Python, PyTorch, AWS",Fresher,2025-04-09
Frontend Developer,Tech Company 233,Ho Chi Minh,17-30 millions,"Angular, RxJS",Junior,2024-01-27
Frontend Developer,Tech Company 405,Ha Noi,25-58 millions,"ReactJS, TypeScript",Senior,2025-08-30
Fullstack Developer,Tech Company 372,Da Nang,22-46 millions,"Python, VueJS, Docker",Senior,2025-05-07
Fullstack Developer,Tech Company 263,Ho Chi Minh,25-56 millions,"React, Node.js, Mongo",Senior,2025-03-22
AI/ML Engineer,Tech Company 241,,67-113 millions,"C++, CUDA, Computer Vision",Manager,2024-05-30
DevOps Engineer,Tech Company 30,Ho Chi Minh,16-30 millions,"AWS, Docker, K8s",Junior,2024-05-28
Backend Developer,Tech Company 466,Ha Noi,15-32 millions,"Node.js, Express",Junior,2025-10-17
Data Scientist,Tech Company 308,Ho Chi Minh,16-30 millions,"Python, PyTorch, AWS",Junior,2025-04-23
DevOps Engineer,Tech Company 233,Da Nang,21-46 millions,"Linux, Jenkins, Ansible",Senior,2024-04-17
Tester/QA,Tech Company 118,Da Nang,37-66 millions,"Manual Testing, SQL",Lead,2025-12-10
Tester/QA,Tech Company 95,Ho Chi Minh,17-29 millions,"Java, Appium",Junior,2025-02-13
Backend Developer,Tech Company 149,Ho Chi Minh,26-57 millions,"Python, Django",Senior,2024-05-25
DevOps Engineer,Tech Company 90,Ha Noi,,"AWS, Docker, K8s",Junior,2024-10-17
Fullstack Developer,Tech Company 12,Ho Chi Minh,17-28 millions,"Java, Angular, SQL",Junior,2024-07-19
Frontend Developer,Tech Company 404,Ho Chi Minh,17-28 millions,"ReactJS, TypeScript",Junior,2025-11-01
Data Scientist,Tech Company 339,Ho Chi Minh,43-78 millions,"SQL, Tableau, Python",Lead,2025-01-16
Mobile Developer,Tech Company 407,Ha Noi,14-31 millions,"Flutter, Dart",Junior,2024-05-13
DevOps Engineer,Tech Company 472,Ha Noi,16-32 millions,"Azure, CI/CD, Terraform",Junior,2024-09-07
Data Scientist,Tech Company 28,Ha Noi,7-17 millions,"Python, PyTorch, AWS",Fresher,2024-09-10
Fullstack Developer,Tech Company 373,Ho Chi Minh,29-59 millions,"Python, VueJS, Docker",Senior,2024-08-02
Frontend Developer,Tech Company 385,Ha Noi,8-20 millions,"VueJS, Nuxt",Fresher,2025-10-22
Tester/QA,Tech Company 248,Ha Noi,26-56 millions,"Manual Testing, SQL",Senior,2025-12-12
AI/ML Engineer,Tech Company 333,Ha Noi,27-59 millions,"C++, CUDA, Computer Vision",Senior,2025-08-20
Data Scientist,Tech Company 218,Ho Chi Minh,10-18 millions,"SQL, Tableau, Python",Fresher,2024-11-09
DevOps Engineer,Tech Company 152,Ha Noi,44-77 millions,"Azure, CI/CD, Terraform",Lead,2024-03-27
Backend Developer,Tech Company 240,Ho Chi Minh,16-29 millions,"Node.js, Express",Junior,2025-04-06
Tester/QA,Tech Company 120,Ho Chi Minh,15-27 millions,"Java, Appium",Junior,2025-03-28
Frontend Developer,Tech Company 41,Ho Chi Minh,17-30 millions,"Angular, RxJS",Junior,2025-10-21
Frontend Developer,Tech Company 171,Da Nang,20-45 millions,"ReactJS, TypeScript",Senior,2024-07-24
AI/ML Engineer,Tech Company 98,Ho Chi Minh,17-30 millions,"C++, CUDA, Computer Vision",Junior,2024-10-08
AI/ML Engineer,Tech Company 401,Can Tho,23-46 millions,"Python, TensorFlow, CV",Senior,2024-12-20
Backend Developer,Tech Company 444,,54-94 millions,"Node.js, Express",Manager,2024-06-01
Data Scientist,Tech Company 388,Ho Chi Minh,15-30 millions,"SQL, Tableau, Python",Junior,2025-07-19
DevOps Engineer,Tech Company 214,Ha Noi,15-28 millions,"AWS, Docker, K8s",Junior,2025-12-15
Backend Developer,Tech Company 483,Ho Chi Minh,15-31 millions,"Go, Microservices",Junior,2024-11-08
DevOps Engineer,Tech Company 391,Ha Noi,26-57 millions,"Azure, CI/CD, Terraform",Senior,2025-02-17
DevOps Engineer,Tech Company 79,Ha Noi,,"Linux, Jenkins, Ansible",Senior,2024-05-22
Mobile Developer,Tech Company 198,Can Tho,52-91 millions,"Kotlin, Android",Manager,2025-07-01
Tester/QA,Tech Company 91,Ho Chi Minh,,"Java, Appium",Junior,2025-07-20
Tester/QA,Tech Company 146,Ha Noi,7-16 millions,"Selenium, Python",Fresher,2025-01-30
Frontend Developer,Tech Company 168,Ho Chi Minh,14-30 millions,"HTML, CSS, JS",Junior,2024-06-24
Fullstack Developer,Tech Company 200,Ho Chi Minh,,"React, Node.js, Mongo",Lead,2024-03-11
Fullstack Developer,Tech Company 244,Da Nang,53-94 millions,"React, Node.js, Mongo",Manager,2025-11-11
AI/ML Engineer,Tech Company 142,Ha Noi,15-31 millions,"C++, CUDA, Computer Vision",Junior,2025-04-14
Tester/QA,Tech Company 270,Can Tho,14-25 millions,"Selenium, Python",Junior,2024-09-09
Tester/QA,Tech Company 148,Ha Noi,16-27 millions,"Automation, Cypress",Junior,2024-04-03
DevOps Engineer,Tech Company 314,Da Nang,23-48 millions,"Linux, Jenkins, Ansible",Senior,2025-02-04
Mobile Developer,Tech Company 235,Ha Noi,,React Native,Senior,2025-03-18
Frontend Developer,Tech Company 141,Ha Noi,17-27 millions,"HTML, CSS, JS",Junior,2024-06-10
Frontend Developer,Tech Company 63,Ha Noi,45-79 millions,"VueJS, Nuxt",Lead,2025-07-20
Frontend Developer,Tech Company 260,Ho Chi Minh,65-110 millions,"Angular, RxJS",Manager,2024-07-31
Tester/QA,Tech Company 204,Ho Chi Minh,8-18 millions,"Automation, Cypress",Fresher,2024-07-18
Fullstack Developer,Tech Company 35,Ho Chi Minh,9-18 millions,"Java, Angular, SQL",Fresher,2025-04-17
Tester/QA,Tech Company 88,,8-17 millions,"Manual Testing, SQL",Fresher,2024-06-14
Fullstack Developer,Tech Company 40,Ha Noi,25-58 millions,"Java, Angular, SQL",Senior,2024-06-21
AI/ML Engineer,Tech Company 458,Ho Chi Minh,27-55 millions,"Python, TensorFlow, CV",Senior,2024-02-05
Backend Developer,Tech Company 307,Ho Chi Minh,27-56 millions,"Python, Django",Senior,2024-02-23
Data Scientist,Tech Company 9,Ha Noi,8-17 millions,"Python, Pandas, Scikit-learn",Fresher,2024-04-03
DevOps Engineer,Tech Company 409,Remote,16-26 millions,"AWS, Docker, K8s",Junior,2024-04-08
Fullstack Developer,Tech Company 166,Ha Noi,27-55 millions,"React, Node.js, Mongo",Senior,2024-11-30
Data Scientist,Tech Company 110,Ho Chi Minh,27-57 millions,"Python, PyTorch, AWS",Senior,2024-08-25
Backend Developer,Tech Company 235,Ho Chi Minh,9-16 millions,"Node.js, Express",Fresher,2024-08-05
AI/ML Engineer,Tech Company 211,,16-27 millions,"C++, CUDA, Computer Vision",Junior,2024-08-11
Frontend Developer,Tech Company 324,,15-27 millions,"VueJS, Nuxt",Junior,2024-11-28
Fullstack Developer,Tech Company 163,Ha Noi,26-58 millions,"Java, Angular, SQL",Senior,2025-12-05
Frontend Developer,Tech Company 196,Ha Noi,64-114 millions,"Angular, RxJS",Manager,2025-04-04
Backend Developer,Tech Company 159,Ha Noi,25-58 millions,"Java, Spring Boot",Senior,2024-05-07
Data Scientist,Tech Company 152,,14-28 millions,"Python, PyTorch, AWS",Junior,2025-05-25
Backend Developer,Tech Company 379,Ho Chi Minh,18-30 millions,"Java, Spring Boot",Junior,2025-03-30
DevOps Engineer,Tech Company 332,Ho Chi Minh,45-77 millions,"Linux, Jenkins, Ansible",Lead,2025-02-28
Data Scientist,Tech Company 28,Ha Noi,26-56 millions,"Python, PyTorch, AWS",Senior,2025-07-06
Data Scientist,Tech Company 267,Ha Noi,44-78 millions,"Python, PyTorch, AWS",Lead,2025-01-25
Backend Developer,Tech Company 27,Ho Chi Minh,17-27 millions,"Python, Django",Junior,2024-07-16
Data Scientist,Tech Company 121,Ho Chi Minh,25-57 millions,"Python, Pandas, Scikit-learn",Senior,2024-07-28
Tester/QA,Tech Company 91,Ho Chi Minh,26-55 millions,"Java, Appium",Senior,2025-03-10
Tester/QA,Tech Company 487,Ho Chi Minh,26-58 millions,"Manual Testing, SQL",Senior,2024-03-22
Fullstack Developer,Tech Company 390,Ho Chi Minh,,"Java, Angular, SQL",Manager,2025-03-19
Tester/QA,Tech Company 389,Remote,16-28 millions,"Selenium, Python",Junior,2024-03-26
Fullstack Developer,Tech Company 157,Ho Chi Minh,44-78 millions,"Python, VueJS, Docker",Lead,2025-04-19
Tester/QA,Tech Company 80,Ho Chi Minh,15-31 millions,"Selenium, Python",Junior,2024-07-19
DevOps Engineer,Tech Company 497,Ho Chi Minh,43-79 millions,"Azure, CI/CD, Terraform",Lead,2025-02-08
AI/ML Engineer,Tech Company 472,Ho Chi Minh,29-55 millions,"C++, CUDA, Computer Vision",Senior,2024-02-09
Fullstack Developer,Tech Company 261,Da Nang,8-18 millions,"React, Node.js, Mongo",Fresher,2024-12-22
DevOps Engineer,Tech Company 377,Ha Noi,25-56 millions,"Linux, Jenkins, Ansible",Senior,2025-03-10
DevOps Engineer,Tech Company 331,Ha Noi,17-27 millions,"Linux, Jenkins, Ansible",Junior,2025-11-12
Fullstack Developer,Tech Company 431,Ha Noi,7-19 millions,"Java, Angular, SQL",Fresher,2025-11-09
Frontend Developer,Tech Company 266,Ho Chi Minh,16-30 millions,"HTML, CSS, JS",Junior,2024-03-23
Fullstack Developer,Tech Company 338,Da Nang,35-64 millions,"Java, Angular, SQL",Lead,2025-06-29
Mobile Developer,Tech Company 417,Ha Noi,42-79 millions,"Flutter, Dart",Lead,2024-12-18
Mobile Developer,Tech Company 1,Ha Noi,6-17 millions,"Swift, iOS",Fresher,2025-05-18
Mobile Developer,Tech Company 91,Ha Noi,9-20 millions,"Kotlin, Android",Fresher,2024-06-23
Data Scientist,Tech Company 291,Ha Noi,15-32 millions,"SQL, Tableau, Python",Junior,2025-04-06
Backend Developer,Tech Company 226,Ho Chi Minh,28-55 millions,"Java, Spring Boot",Senior,2025-02-22
Fullstack Developer,Tech Company 33,Ha Noi,26-56 millions,"React, Node.js, Mongo",Senior,2024-10-10
Tester/QA,Tech Company 137,Ha Noi,17-28 millions,"Automation, Cypress",Junior,2024-03-03
Backend Developer,Tech Company 309,Ho Chi Minh,26-58 millions,"Python, Django",Senior,2025-01-19
AI/ML Engineer,Tech Company 173,Remote,26-54 millions,"Python, NLP, HuggingFace",Senior,2025-03-15
DevOps Engineer,Tech Company 313,Da Nang,15-25 millions,"AWS, Docker, K8s",Junior,2025-01-22
DevOps Engineer,Tech Company 372,Ho Chi Minh,6-20 millions,"AWS, Docker, K8s",Fresher,2025-02-15
Backend Developer,Tech Company 385,Da Nang,23-46 millions,"Python, Django",Senior,2025-12-17
Tester/QA,Tech Company 491,Ho Chi Minh,28-55 millions,"Automation, Cypress",Senior,2025-10-15
DevOps Engineer,Tech Company 228,Ho Chi Minh,45-80 millions,"AWS, Docker, K8s",Lead,2025-11-25
Frontend Developer,Tech Company 338,Ha Noi,16-32 millions,"Angular, RxJS",Junior,2025-05-02
Mobile Developer,Tech Company 449,Da Nang,36-66 millions,"Swift, iOS",Lead,2025-06-16
Backend Developer,Tech Company 281,Da Nang,22-45 millions,"Java, Spring Boot",Senior,2025-11-20
Tester/QA,Tech Company 109,Ha Noi,65-112 millions,"Selenium, Python",Manager,2024-09-06
Frontend Developer,Tech Company 476,Da Nang,13-26 millions,"ReactJS, TypeScript",Junior,2024-06-13
AI/ML Engineer,Tech Company 64,Da Nang,36-66 millions,"Python, TensorFlow, CV",Lead,2025-11-17
Tester/QA,Tech Company 478,Da Nang,23-46 millions,"Selenium, Python",Senior,2024-08-17
Frontend Developer,Tech Company 335,Da Nang,22-48 millions,"Angular, RxJS",Senior,2025-01-25
Mobile Developer,Tech Company 58,Ha Noi,26-55 millions,React Native,Senior,2024-03-30
Data Scientist,Tech Company 437,Ha Noi,10-19 millions,"Python, PyTorch, AWS",Fresher,2024-05-10
Backend Developer,Tech Company 217,Ho Chi Minh,14-30 millions,"Go, Microservices",Junior,2025-02-01
Fullstack Developer,Tech Company 203,Ho Chi Minh,17-30 millions,"Python, VueJS, Docker",Junior,2024-04-19
DevOps Engineer,Tech Company 256,Da Nang,8-14 millions,"AWS, Docker, K8s",Fresher,2024-08-12
AI/ML Engineer,Tech Company 18,,28-59 millions,"Python, TensorFlow, CV",Senior,2025-12-20
Frontend Developer,Tech Company 324,Ho Chi Minh,29-58 millions,"Angular, RxJS",Senior,2025-05-04
Mobile Developer,Tech Company 435,Ha Noi,29-56 millions,"Flutter, Dart",Senior,2024-08-03
Backend Developer,Tech Company 418,Ha Noi,28-58 millions,"Java, Spring Boot",Senior,2024-11-02
Backend Developer,Tech Company 388,Ha Noi,26-58 millions,"Node.js, Express",Senior,2024-12-22
AI/ML Engineer,Tech Company 202,Ho Chi Minh,17-28 millions,"Python, NLP, HuggingFace",Junior,2025-07-15
Backend Developer,Tech Company 227,Ho Chi Minh,8-17 millions,"Go, Microservices",Fresher,2024-05-20
Fullstack Developer,Tech Company 5,,26-58 millions,"React, Node.js, Mongo",Senior,2025-10-28
Frontend Developer,Tech Company 431,Da Nang,13-27 millions,"VueJS, Nuxt",Junior,2025-11-26
DevOps Engineer,Tech Company 333,Ho Chi Minh,15-27 millions,"Azure, CI/CD, Terraform",Junior,2025-06-11
Fullstack Developer,Tech Company 124,Ho Chi Minh,17-28 millions,"Python, VueJS, Docker",Junior,2024-05-01
Fullstack Developer,Tech Company 338,Ho Chi Minh,17-31 millions,"Python, VueJS, Docker",Junior,2025-11-17
Mobile Developer,Tech Company 62,Ha Noi,9-18 millions,"Swift, iOS",Fresher,2024-01-12
Data Scientist,Tech Company 141,Ho Chi Minh,9-21 millions,"Python, Pandas, Scikit-learn",Fresher,2025-05-06
Fullstack Developer,Tech Company 153,Ho Chi Minh,27-58 millions,"Java, Angular, SQL",Senior,2025-03-20
Frontend Developer,Tech Company 285,Ho Chi Minh,27-58 millions,"VueJS, Nuxt",Senior,2025-02-07
Tester/QA,Tech Company 420,Ha Noi,27-57 millions,"Selenium, Python",Senior,2025-12-31
Data Scientist,Tech Company 356,Ho Chi Minh,29-55 millions,"Python, PyTorch, AWS",Senior,2025-09-05
DevOps Engineer,Tech Company 83,Ha Noi,14-30 millions,"AWS, Docker, K8s",Junior,2025-10-30
Backend Developer,Tech Company 495,Ho Chi Minh,10-19 millions,"Python, Django",Fresher,2025-01-07
Backend Developer,Tech Company 464,Ho Chi Minh,26-59 millions,"Java, Spring Boot",Senior,2025-06-15
Tester/QA,Tech Company 467,Ha Noi,27-58 millions,"Manual Testing, SQL",Senior,2025-06-19
Data Scientist,Tech Company 19,Ho Chi Minh,,"Python, PyTorch, AWS",Manager,2024-08-30
Data Scientist,Tech Company 143,,16-28 millions,"Python, Pandas, Scikit-learn",Junior,2025-01-02
Frontend Developer,Tech Company 205,Ha Noi,7-19 millions,"Angular, RxJS",Fresher,2024-06-16
Mobile Developer,Tech Company 325,Da Nang,,React Native,Junior,2024-10-02
DevOps Engineer,Tech Company 84,Ho Chi Minh,28-59 millions,"Linux, Jenkins, Ansible",Senior,2025-09-11
Mobile Developer,Tech Company 139,Ho Chi Minh,14-30 millions,"Kotlin, Android",Junior,2024-03-20
Mobile Developer,Tech Company 399,Ho Chi Minh,8-16 millions,"Flutter, Dart",Fresher,2024-12-07
Data Scientist,Tech Company 194,Da Nang,11-24 millions,"SQL, Tableau, Python",Junior,2024-08-15
Frontend Developer,Tech Company 421,Ha Noi,66-114 millions,"VueJS, Nuxt",Manager,2025-08-25
DevOps Engineer,Tech Company 312,Ho Chi Minh,27-56 millions,"Linux, Jenkins, Ansible",Senior,2024-10-04
DevOps Engineer,Tech Company 496,Ho Chi Minh,7-20 millions,"Azure, CI/CD, Terraform",Fresher,2025-11-25
Mobile Developer,Tech Company 263,Ha Noi,27-56 millions,"Kotlin, Android",Senior,2025-12-04
Fullstack Developer,Tech Company 499,Ha Noi,27-56 millions,"Java, Angular, SQL",Senior,2025-10-16
Mobile Developer,Tech Company 258,Ha Noi,15-32 millions,"Kotlin, Android",Junior,2025-04-24
Data Scientist,Tech Company 209,Remote,16-26 millions,"SQL, Tableau, Python",Junior,2024-11-08
Frontend Developer,Tech Company 295,Ha Noi,28-59 millions,"ReactJS, TypeScript",Senior,2024-06-18
Tester/QA,Tech Company 478,Ha Noi,10-18 millions,"Selenium, Python",Fresher,2025-06-04
Frontend Developer,Tech Company 366,Ha Noi,25-55 millions,"HTML, CSS, JS",Senior,2024-01-08
DevOps Engineer,Tech Company 351,Ha Noi,18-30 millions,"AWS, Docker, K8s",Junior,2025-06-24
Fullstack Developer,Tech Company 90,Ha Noi,29-58 millions,"Python, VueJS, Docker",Senior,2024-08-18
DevOps Engineer,Tech Company 497,Ha Noi,8-18 millions,"AWS, Docker, K8s",Fresher,2025-01-17
Data Scientist,Tech Company 154,Da Nang,8-17 millions,"Python, PyTorch, AWS",Fresher,2024-10-24
Backend Developer,Tech Company 264,Ho Chi Minh,15-29 millions,"Node.js, Express",Junior,2025-10-20
Tester/QA,Tech Company 169,Ho Chi Minh,25-55 millions,"Automation, Cypress",Senior,2025-04-16
DevOps Engineer,Tech Company 221,Ho Chi Minh,15-29 millions,"Linux, Jenkins, Ansible",Junior,2024-04-13
Fullstack Developer,Tech Company 394,Ho Chi Minh,14-29 millions,"Java, Angular, SQL",Junior,2024-06-08
Mobile Developer,Tech Company 275,Ho Chi Minh,26-57 millions,"Swift, iOS",Senior,2024-07-05
Tester/QA,Tech Company 3,Ho Chi Minh,26-56 millions,"Automation, Cypress",Senior,2025-03-20
Data Scientist,Tech Company 216,Da Nang,12-22 millions,"Python, Pandas, Scikit-learn",Junior,2025-02-08
Fullstack Developer,Tech Company 137,Da Nang,21-47 millions,"Python, VueJS, Docker",Senior,2025-11-12
Tester/QA,Tech Company 257,Ha Noi,8-20 millions,"Manual Testing, SQL",Fresher,2025-02-13
Mobile Developer,Tech Company 65,Ha Noi,25-55 millions,React Native,Senior,2024-01-22
Data Scientist,Tech Company 378,Ha Noi,17-29 millions,"Python, Pandas, Scikit-learn",Junior,2025-09-03
AI/ML Engineer,Tech Company 79,Ha Noi,7-18 millions,"Python, NLP, HuggingFace",Fresher,2025-09-24
AI/ML Engineer,Tech Company 342,Ho Chi Minh,28-59 millions,"Python, TensorFlow, CV",Senior,2024-09-10
Frontend Developer,Tech Company 325,,26-59 millions,"VueJS, Nuxt",Senior,2025-10-06
Mobile Developer,Tech Company 219,Ho Chi Minh,7-17 millions,"Flutter, Dart",Fresher,2024-05-29
Backend Developer,Tech Company 119,Ho Chi Minh,8-18 millions,"Node.js, Express",Fresher,2025-10-10
Backend Developer,Tech Company 187,,17-29 millions,"Node.js, Express",Junior,2024-10-02
Mobile Developer,Tech Company 1,Ho Chi Minh,15-27 millions,React Native,Junior,2024-02-11
Data Scientist,Tech Company 221,Ha Noi,8-21 millions,"SQL, Tableau, Python",Fresher,2024-04-13
DevOps Engineer,Tech Company 350,Da Nang,12-22 millions,"Azure, CI/CD, Terraform",Junior,2024-01-14
DevOps Engineer,Tech Company 271,Da Nang,23-46 millions,"Azure, CI/CD, Terraform",Senior,2025-08-26
AI/ML Engineer,Tech Company 67,Ho Chi Minh,27-55 millions,"Python, TensorFlow, CV",Senior,2024-04-18
Backend Developer,Tech Company 39,Ha Noi,26-57 millions,"Java, Spring Boot",Senior,2024-04-11
AI/ML Engineer,Tech Company 370,Ha Noi,43-80 millions,"C++, CUDA, Computer Vision",Lead,2025-06-30
Mobile Developer,Tech Company 500,Ho Chi Minh,18-31 millions,"Swift, iOS",Junior,2025-07-27
Frontend Developer,Tech Company 405,,14-29 millions,"HTML, CSS, JS",Junior,2025-05-30
Fullstack Developer,Tech Company 98,Ha Noi,6-19 millions,"Java, Angular, SQL",Fresher,2025-12-11
Frontend Developer,Tech Company 400,Ho Chi Minh,27-57 millions,"VueJS, Nuxt",Senior,2025-07-29
Data Scientist,Tech Company 357,Ha Noi,14-30 millions,"Python, Pandas, Scikit-learn",Junior,2025-08-29
Tester/QA,Tech Company 138,Da Nang,6-14 millions,"Java, Appium",Fresher,2025-12-26
Backend Developer,Tech Company 475,Ho Chi Minh,26-58 millions,"Java, Spring Boot",Senior,2024-10-11
Backend Developer,Tech Company 1,Da Nang,9-14 millions,"Java, Spring Boot",Fresher,2024-04-28
DevOps Engineer,Tech Company 136,Ha Noi,,"Azure, CI/CD, Terraform",Senior,2025-07-16
AI/ML Engineer,Tech Company 422,Ho Chi Minh,29-58 millions,"Python, NLP, HuggingFace",Senior,2024-01-11
AI/ML Engineer,Tech Company 445,Ha Noi,15-27 millions,"Python, TensorFlow, CV",Junior,2025-11-04
Frontend Developer,Tech Company 325,Ha Noi,29-56 millions,"HTML, CSS, JS",Senior,2025-10-03
Tester/QA,Tech Company 414,Ho Chi Minh,26-56 millions,"Manual Testing, SQL",Senior,2025-10-06
Tester/QA,Tech Company 462,Ho Chi Minh,44-79 millions,"Manual Testing, SQL",Lead,2024-05-31
Tester/QA,Tech Company 252,Ha Noi,17-28 millions,"Manual Testing, SQL",Junior,2025-08-06
AI/ML Engineer,Tech Company 352,Ho Chi Minh,43-81 millions,"Python, TensorFlow, CV",Lead,2025-02-07
Frontend Developer,Tech Company 52,Ho Chi Minh,26-59 millions,"HTML, CSS, JS",Senior,2025-02-16
Backend Developer,Tech Company 391,Ho Chi Minh,27-55 millions,"Python, Django",Senior,2024-01-14
Fullstack Developer,Tech Company 308,Da Nang,23-46 millions,"React, Node.js, Mongo",Senior,2025-10-04
Frontend Developer,Tech Company 246,Remote,,"Angular, RxJS",Fresher,2024-05-22
Fullstack Developer,Tech Company 279,Da Nang,21-45 millions,"Java, Angular, SQL",Senior,2024-02-27
Frontend Developer,Tech Company 53,Ha Noi,28-55 millions,"ReactJS, TypeScript",Senior,2024-10-30
Fullstack Developer,Tech Company 198,Ha Noi,29-55 millions,"React, Node.js, Mongo",Senior,2025-03-13
Data Scientist,Tech Company 252,,8-20 millions,"Python, PyTorch, AWS",Fresher,2024-04-25
Frontend Developer,Tech Company 185,Ho Chi Minh,15-30 millions,"Angular, RxJS",Junior,2024-05-01
Backend Developer,Tech Company 93,Da Nang,34-65 millions,"Java, Spring Boot",Lead,2025-09-06
AI/ML Engineer,Tech Company 139,Ho Chi Minh,28-56 millions,"C++, CUDA, Computer Vision",Senior,2024-04-16
AI/ML Engineer,Tech Company 399,Ha Noi,45-80 millions,"C++, CUDA, Computer Vision",Lead,2024-06-01
Mobile Developer,Tech Company 418,Ho Chi Minh,28-58 millions,"Kotlin, Android",Senior,2025-05-04
AI/ML Engineer,Tech Company 393,Ha Noi,7-21 millions,"Python, TensorFlow, CV",Fresher,2024-07-05
Mobile Developer,Tech Company 171,Ho Chi Minh,17-29 millions,"Kotlin, Android",Junior,2025-10-13
Data Scientist,Tech Company 253,Da Nang,6-15 millions,"SQL, Tableau, Python",Fresher,2025-06-30
Mobile Developer,Tech Company 398,Ha Noi,27-57 millions,"Flutter, Dart",Senior,2025-08-14
Frontend Developer,Tech Company 186,Ha Noi,26-56 millions,"VueJS, Nuxt",Senior,2024-01-18
Frontend Developer,Tech Company 151,Remote,27-54 millions,"ReactJS, TypeScript",Senior,2024-05-22
Mobile Developer,Tech Company 61,Ha Noi,15-28 millions,React Native,Junior,2024-05-21
Mobile Developer,Tech Company 360,Ha Noi,66-112 millions,"Flutter, Dart",Manager,2024-02-25
Tester/QA,Tech Company 126,Ha Noi,6-18 millions,"Manual Testing, SQL",Fresher,2024-03-21
Mobile Developer,Tech Company 384,Ha Noi,9-18 millions,React Native,Fresher,2024-05-23
Tester/QA,Tech Company 356,Da Nang,23-47 millions,"Automation, Cypress",Senior,2025-10-22
Backend Developer,Tech Company 6,Ho Chi Minh,9-17 millions,"Python, Django",Fresher,2024-06-13
Tester/QA,Tech Company 117,Ho Chi Minh,18-30 millions,"Java, Appium",Junior,2025-12-27
Frontend Developer,Tech Company 206,Ho Chi Minh,18-28 millions,"HTML, CSS, JS",Junior,2024-08-04
Fullstack Developer,Tech Company 419,Ho Chi Minh,29-58 millions,"Python, VueJS, Docker",Senior,2024-03-20
Mobile Developer,Tech Company 218,Ha Noi,26-59 millions,"Kotlin, Android",Senior,2025-10-24
Frontend Developer,Tech Company 123,Ho Chi Minh,16-31 millions,"Angular, RxJS",Junior,2024-01-29
Frontend Developer,Tech Company 97,Ha Noi,16-31 millions,"VueJS, Nuxt",Junior,2024-11-12
Backend Developer,Tech Company 23,Ha Noi,26-59 millions,"Java, Spring Boot",Senior,2025-08-01
Backend Developer,Tech Company 183,Ha Noi,,"Python, Django",Senior,2024-01-09
