Job Title,Company,Location,Salary,Skills,Experience,Posted Date,Avg_Salary_Million,Exp_Level
Mobile Developer,Tech Company 244,Ha Noi,7-18 millions,"flutter, dart",Fresher,2024-05-13,12.5,1
Mobile Developer,Tech Company 217,Ho Chi Minh,17-30 millions,"kotlin, android",Junior,2025-10-13,23.5,2
Tester/QA,Tech Company 249,Ha Noi,67-110 millions,"automation, cypress",Manager,2024-05-10,88.5,5
Frontend Developer,Tech Company 21,Da Nang,20-46 millions,"html, css, js",Senior,2024-10-23,33.0,3
AI/ML Engineer,Tech Company 73,Ho Chi Minh,26-57 millions,"python, nlp, huggingface",Senior,2024-05-26,41.5,3
AI/ML Engineer,Tech Company 2,Ho Chi Minh,26-59 millions,"python, nlp, huggingface",Senior,2025-05-15,42.5,3
Backend Developer,Tech Company 461,Ho Chi Minh,8-18 millions,"node.js, express",Fresher,2025-04-08,13.0,1
Fullstack Developer,Tech Company 342,Ho Chi Minh,16-29 millions,"react, node.js, mongo",Junior,2025-04-05,22.5,2
DevOps Engineer,Tech Company 199,Da Nang,14-25 millions,"aws, docker, k8s",Junior,2025-02-23,19.5,2
Backend Developer,Tech Company 363,Ho Chi Minh,17-30 millions,"node.js, express",Junior,2024-06-18,23.5,2
AI/ML Engineer,Tech Company 99,Ha Noi,9-19 millions,"c++, cuda, computer vision",Fresher,2024-03-28,14.0,1
Backend Developer,Tech Company 62,Ha Noi,67-112 millions,"java, spring boot",Manager,2024-01-20,89.5,5
Backend Developer,Tech Company 430,Ha Noi,28-56 millions,"go, microservices",Senior,2025-12-23,42.0,3
DevOps Engineer,Tech Company 175,Ho Chi Minh,44-79 millions,"azure, ci/cd, terraform",Lead,2024-01-24,61.5,4
DevOps Engineer,Tech Company 278,Ho Chi Minh,15-28 millions,"azure, ci/cd, terraform",Junior,2024-04-11,21.5,2
AI/ML Engineer,Tech Company 87,Ho Chi Minh,15-32 millions,"python, tensorflow, cv",Junior,2025-11-25,23.5,2
Fullstack Developer,Tech Company 164,Remote,9-17 millions,"react, node.js, mongo",Fresher,2024-04-11,13.0,1
AI/ML Engineer,Tech Company 104,Da Nang,8-17 millions,"python, nlp, huggingface",Fresher,2024-02-23,12.5,1
Data Scientist,Tech Company 138,Ha Noi,16-30 millions,"sql, tableau, python",Junior,2024-04-27,23.0,2
Mobile Developer,Tech Company 468,Ha Noi,8-18 millions,"flutter, dart",Fresher,2024-08-27,13.0,1
Frontend Developer,Tech Company 156,Ho Chi Minh,45-80 millions,"vuejs, nuxt",Lead,2024-05-08,62.5,4
Data Scientist,Tech Company 276,Ho Chi Minh,26-59 millions,"python, pandas, scikit-learn",Senior,2024-09-08,42.5,3
Tester/QA,Tech Company 149,Remote,61-107 millions,"selenium, python",Manager,2025-09-27,84.0,5
Backend Developer,Tech Company 195,Ho Chi Minh,26-56 millions,"node.js, express",Senior,2025-11-27,41.0,3
Frontend Developer,Tech Company 144,Ho Chi Minh,28-59 millions,"html, css, js",Senior,2025-07-23,43.5,3
DevOps Engineer,Tech Company 232,Ho Chi Minh,45-80 millions,"linux, jenkins, ansible",Lead,2025-12-25,62.5,4
DevOps Engineer,Tech Company 9,Ha Noi,15-32 millions,"azure, ci/cd, terraform",Junior,2024-12-02,23.5,2
Backend Developer,Tech Company 212,Ho Chi Minh,42-77 millions,"node.js, express",Lead,2024-06-26,59.5,4
Tester/QA,Tech Company 334,Ha Noi,27-58 millions,"automation, cypress",Senior,2025-10-26,42.5,3
Backend Developer,Tech Company 5,Ha Noi,16-32 millions,"python, django",Junior,2025-03-31,24.0,2
AI/ML Engineer,Tech Company 418,Ho Chi Minh,18-29 millions,"c++, cuda, computer vision",Junior,2024-04-02,23.5,2
Data Scientist,Tech Company 144,Ho Chi Minh,29-59 millions,"python, pandas, scikit-learn",Senior,2024-02-07,44.0,3
Data Scientist,Tech Company 57,Ha Noi,15-31 millions,"python, pandas, scikit-learn",Junior,2025-02-09,23.0,2
Tester/QA,Tech Company 345,Ha Noi,44-80 millions,"manual testing, sql",Lead,2025-08-02,62.0,4
Frontend Developer,Tech Company 439,Ha Noi,28-55 millions,"vuejs, nuxt",Senior,2025-08-06,41.5,3
AI/ML Engineer,Tech Company 348,Ha Noi,17-27 millions,"python, tensorflow, cv",Junior,2025-12-10,22.0,2
Tester/QA,Tech Company 27,Ho Chi Minh,29-58 millions,"selenium, python",Senior,2025-10-27,43.5,3
Mobile Developer,Tech Company 186,Ho Chi Minh,42-79 millions,"swift, ios",Lead,2025-05-22,60.5,4
Data Scientist,Tech Company 162,Ho Chi Minh,26-57 millions,"python, pandas, scikit-learn",Senior,2025-04-04,41.5,3
Frontend Developer,Tech Company 217,Ho Chi Minh,10-17 millions,"reactjs, typescript",Fresher,2025-12-07,13.5,1
Data Scientist,Tech Company 50,Da Nang,53-90 millions,"python, pandas, scikit-learn",Manager,2025-10-02,71.5,5
Backend Developer,Tech Company 123,Ho Chi Minh,10-17 millions,"go, microservices",Fresher,2025-04-29,13.5,1
DevOps Engineer,Tech Company 318,Ha Noi,67-114 millions,"linux, jenkins, ansible",Manager,2025-09-06,90.5,5
Tester/QA,Tech Company 194,Ho Chi Minh,14-27 millions,"selenium, python",Junior,2024-02-04,20.5,2
Frontend Developer,Tech Company 155,Ha Noi,14-31 millions,"vuejs, nuxt",Junior,2024-02-26,22.5,2
Frontend Developer,Tech Company 206,Ho Chi Minh,27-56 millions,"reactjs, typescript",Senior,2025-01-25,41.5,3
Frontend Developer,Tech Company 233,Ho Chi Minh,17-30 millions,"angular, rxjs",Junior,2024-01-27,23.5,2
Frontend Developer,Tech Company 405,Ha Noi,25-58 millions,"reactjs, typescript",Senior,2025-08-30,41.5,3
Fullstack Developer,Tech Company 372,Da Nang,22-46 millions,"python, vuejs, docker",Senior,2025-05-07,34.0,3
Fullstack Developer,Tech Company 263,Ho Chi Minh,25-56 millions,"react, node.js, mongo",Senior,2025-03-22,40.5,3
DevOps Engineer,Tech Company 30,Ho Chi Minh,16-30 millions,"aws, docker, k8s",Junior,2024-05-28,23.0,2
Backend Developer,Tech Company 466,Ha Noi,15-32 millions,"node.js, express",Junior,2025-10-17,23.5,2
Data Scientist,Tech Company 308,Ho Chi Minh,16-30 millions,"python, pytorch, aws",Junior,2025-04-23,23.0,2
DevOps Engineer,Tech Company 233,Da Nang,21-46 millions,"linux, jenkins, ansible",Senior,2024-04-17,33.5,3
Tester/QA,Tech Company 118,Da Nang,37-66 millions,"manual testing, sql",Lead,2025-12-10,51.5,4
Tester/QA,Tech Company 95,Ho Chi Minh,17-29 millions,"java, appium",Junior,2025-02-13,23.0,2
Backend Developer,Tech Company 149,Ho Chi Minh,26-57 millions,"python, django",Senior,2024-05-25,41.5,3
Fullstack Developer,Tech Company 12,Ho Chi Minh,17-28 millions,"java, angular, sql",Junior,2024-07-19,22.5,2
Frontend Developer,Tech Company 404,Ho Chi Minh,17-28 millions,"reactjs, typescript",Junior,2025-11-01,22.5,2
Data Scientist,Tech Company 339,Ho Chi Minh,43-78 millions,"sql, tableau, python",Lead,2025-01-16,60.5,4
Mobile Developer,Tech Company 407,Ha Noi,14-31 millions,"flutter, dart",Junior,2024-05-13,22.5,2
DevOps Engineer,Tech Company 472,Ha Noi,16-32 millions,"azure, ci/cd, terraform",Junior,2024-09-07,24.0,2
Data Scientist,Tech Company 28,Ha Noi,7-17 millions,"python, pytorch, aws",Fresher,2024-09-10,12.0,1
Fullstack Developer,Tech Company 373,Ho Chi Minh,29-59 millions,"python, vuejs, docker",Senior,2024-08-02,44.0,3
Frontend Developer,Tech Company 385,Ha Noi,8-20 millions,"vuejs, nuxt",Fresher,2025-10-22,14.0,1
Tester/QA,Tech Company 248,Ha Noi,26-56 millions,"manual testing, sql",Senior,2025-12-12,41.0,3
AI/ML Engineer,Tech Company 333,Ha Noi,27-59 millions,"c++, cuda, computer vision",Senior,2025-08-20,43.0,3
Data Scientist,Tech Company 218,Ho Chi Minh,10-18 millions,"sql, tableau, python",Fresher,2024-11-09,14.0,1
DevOps Engineer,Tech Company 152,Ha Noi,44-77 millions,"azure, ci/cd, terraform",Lead,2024-03-27,60.5,4
Backend Developer,Tech Company 240,Ho Chi Minh,16-29 millions,"node.js, express",Junior,2025-04-06,22.5,2
Tester/QA,Tech Company 120,Ho Chi Minh,15-27 millions,"java, appium",Junior,2025-03-28,21.0,2
Frontend Developer,Tech Company 41,Ho Chi Minh,17-30 millions,"angular, rxjs",Junior,2025-10-21,23.5,2
Frontend Developer,Tech Company 171,Da Nang,20-45 millions,"reactjs, typescript",Senior,2024-07-24,32.5,3
AI/ML Engineer,Tech Company 98,Ho Chi Minh,17-30 millions,"c++, cuda, computer vision",Junior,2024-10-08,23.5,2
AI/ML Engineer,Tech Company 401,Can Tho,23-46 millions,"python, tensorflow, cv",Senior,2024-12-20,34.5,3
Data Scientist,Tech Company 388,Ho Chi Minh,15-30 millions,"sql, tableau, python",Junior,2025-07-19,22.5,2
DevOps Engineer,Tech Company 214,Ha Noi,15-28 millions,"aws, docker, k8s",Junior,2025-12-15,21.5,2
Backend Developer,Tech Company 483,Ho Chi Minh,15-31 millions,"go, microservices",Junior,2024-11-08,23.0,2
DevOps Engineer,Tech Company 391,Ha Noi,26-57 millions,"azure, ci/cd, terraform",Senior,2025-02-17,41.5,3
Mobile Developer,Tech Company 198,Can Tho,52-91 millions,"kotlin, android",Manager,2025-07-01,71.5,5
Tester/QA,Tech Company 146,Ha Noi,7-16 millions,"selenium, python",Fresher,2025-01-30,11.5,1
Frontend Developer,Tech Company 168,Ho Chi Minh,14-30 millions,"html, css, js",Junior,2024-06-24,22.0,2
Fullstack Developer,Tech Company 244,Da Nang,53-94 millions,"react, node.js, mongo",Manager,2025-11-11,73.5,5
AI/ML Engineer,Tech Company 142,Ha Noi,15-31 millions,"c++, cuda, computer vision",Junior,2025-04-14,23.0,2
Tester/QA,Tech Company 270,Can Tho,14-25 millions,"selenium, python",Junior,2024-09-09,19.5,2
Tester/QA,Tech Company 148,Ha Noi,16-27 millions,"automation, cypress",Junior,2024-04-03,21.5,2
DevOps Engineer,Tech Company 314,Da Nang,23-48 millions,"linux, jenkins, ansible",Senior,2025-02-04,35.5,3
Frontend Developer,Tech Company 141,Ha Noi,17-27 millions,"html, css, js",Junior,2024-06-10,22.0,2
Frontend Developer,Tech Company 63,Ha Noi,45-79 millions,"vuejs, nuxt",Lead,2025-07-20,62.0,4
Frontend Developer,Tech Company 260,Ho Chi Minh,65-110 millions,"angular, rxjs",Manager,2024-07-31,87.5,5
Tester/QA,Tech Company 204,Ho Chi Minh,8-18 millions,"automation, cypress",Fresher,2024-07-18,13.0,1
Fullstack Developer,Tech Company 35,Ho Chi Minh,9-18 millions,"java, angular, sql",Fresher,2025-04-17,13.5,1
Fullstack Developer,Tech Company 40,Ha Noi,25-58 millions,"java, angular, sql",Senior,2024-06-21,41.5,3
AI/ML Engineer,Tech Company 458,Ho Chi Minh,27-55 millions,"python, tensorflow, cv",Senior,2024-02-05,41.0,3
Backend Developer,Tech Company 307,Ho Chi Minh,27-56 millions,"python, django",Senior,2024-02-23,41.5,3
Data Scientist,Tech Company 9,Ha Noi,8-17 millions,"python, pandas, scikit-learn",Fresher,2024-04-03,12.5,1
DevOps Engineer,Tech Company 409,Remote,16-26 millions,"aws, docker, k8s",Junior,2024-04-08,21.0,2
Fullstack Developer,Tech Company 166,Ha Noi,27-55 millions,"react, node.js, mongo",Senior,2024-11-30,41.0,3
Data Scientist,Tech Company 110,Ho Chi Minh,27-57 millions,"python, pytorch, aws",Senior,2024-08-25,42.0,3
Backend Developer,Tech Company 235,Ho Chi Minh,9-16 millions,"node.js, express",Fresher,2024-08-05,12.5,1
Fullstack Developer,Tech Company 163,Ha Noi,26-58 millions,"java, angular, sql",Senior,2025-12-05,42.0,3
Frontend Developer,Tech Company 196,Ha Noi,64-114 millions,"angular, rxjs",Manager,2025-04-04,89.0,5
Backend Developer,Tech Company 159,Ha Noi,25-58 millions,"java, spring boot",Senior,2024-05-07,41.5,3
Backend Developer,Tech Company 379,Ho Chi Minh,18-30 millions,"java, spring boot",Junior,2025-03-30,24.0,2
DevOps Engineer,Tech Company 332,Ho Chi Minh,45-77 millions,"linux, jenkins, ansible",Lead,2025-02-28,61.0,4
Data Scientist,Tech Company 28,Ha Noi,26-56 millions,"python, pytorch, aws",Senior,2025-07-06,41.0,3
Data Scientist,Tech Company 267,Ha Noi,44-78 millions,"python, pytorch, aws",Lead,2025-01-25,61.0,4
Backend Developer,Tech Company 27,Ho Chi Minh,17-27 millions,"python, django",Junior,2024-07-16,22.0,2
Data Scientist,Tech Company 121,Ho Chi Minh,25-57 millions,"python, pandas, scikit-learn",Senior,2024-07-28,41.0,3
Tester/QA,Tech Company 91,Ho Chi Minh,26-55 millions,"java, appium",Senior,2025-03-10,40.5,3
Tester/QA,Tech Company 487,Ho Chi Minh,26-58 millions,"manual testing, sql",Senior,2024-03-22,42.0,3
Tester/QA,Tech Company 389,Remote,16-28 millions,"selenium, python",Junior,2024-03-26,22.0,2
Fullstack Developer,Tech Company 157,Ho Chi Minh,44-78 millions,"python, vuejs, docker",Lead,2025-04-19,61.0,4
Tester/QA,Tech Company 80,Ho Chi Minh,15-31 millions,"selenium, python",Junior,2024-07-19,23.0,2
DevOps Engineer,Tech Company 497,Ho Chi Minh,43-79 millions,"azure, ci/cd, terraform",Lead,2025-02-08,61.0,4
AI/ML Engineer,Tech Company 472,Ho Chi Minh,29-55 millions,"c++, cuda, computer vision",Senior,2024-02-09,42.0,3
Fullstack Developer,Tech Company 261,Da Nang,8-18 millions,"react, node.js, mongo",Fresher,2024-12-22,13.0,1
DevOps Engineer,Tech Company 377,Ha Noi,25-56 millions,"linux, jenkins, ansible",Senior,2025-03-10,40.5,3
DevOps Engineer,Tech Company 331,Ha Noi,17-27 millions,"linux, jenkins, ansible",Junior,2025-11-12,22.0,2
Fullstack Developer,Tech Company 431,Ha Noi,7-19 millions,"java, angular, sql",Fresher,2025-11-09,13.0,1
Frontend Developer,Tech Company 266,Ho Chi Minh,16-30 millions,"html, css, js",Junior,2024-03-23,23.0,2
Fullstack Developer,Tech Company 338,Da Nang,35-64 millions,"java, angular, sql",Lead,2025-06-29,49.5,4
Mobile Developer,Tech Company 417,Ha Noi,42-79 millions,"flutter, dart",Lead,2024-12-18,60.5,4
Mobile Developer,Tech Company 1,Ha Noi,6-17 millions,"swift, ios",Fresher,2025-05-18,11.5,1
Mobile Developer,Tech Company 91,Ha Noi,9-20 millions,"kotlin, android",Fresher,2024-06-23,14.5,1
Data Scientist,Tech Company 291,Ha Noi,15-32 millions,"sql, tableau, python",Junior,2025-04-06,23.5,2
Backend Developer,Tech Company 226,Ho Chi Minh,28-55 millions,"java, spring boot",Senior,2025-02-22,41.5,3
Fullstack Developer,Tech Company 33,Ha Noi,26-56 millions,"react, node.js, mongo",Senior,2024-10-10,41.0,3
Tester/QA,Tech Company 137,Ha Noi,17-28 millions,"automation, cypress",Junior,2024-03-03,22.5,2
Backend Developer,Tech Company 309,Ho Chi Minh,26-58 millions,"python, django",Senior,2025-01-19,42.0,3
AI/ML Engineer,Tech Company 173,Remote,26-54 millions,"python, nlp, huggingface",Senior,2025-03-15,40.0,3
DevOps Engineer,Tech Company 313,Da Nang,15-25 millions,"aws, docker, k8s",Junior,2025-01-22,20.0,2
DevOps Engineer,Tech Company 372,Ho Chi Minh,6-20 millions,"aws, docker, k8s",Fresher,2025-02-15,13.0,1
Backend Developer,Tech Company 385,Da Nang,23-46 millions,"python, django",Senior,2025-12-17,34.5,3
Tester/QA,Tech Company 491,Ho Chi Minh,28-55 millions,"automation, cypress",Senior,2025-10-15,41.5,3
DevOps Engineer,Tech Company 228,Ho Chi Minh,45-80 millions,"aws, docker, k8s",Lead,2025-11-25,62.5,4
Frontend Developer,Tech Company 338,Ha Noi,16-32 millions,"angular, rxjs",Junior,2025-05-02,24.0,2
Mobile Developer,Tech Company 449,Da Nang,36-66 millions,"swift, ios",Lead,2025-06-16,51.0,4
Backend Developer,Tech Company 281,Da Nang,22-45 millions,"java, spring boot",Senior,2025-11-20,33.5,3
Tester/QA,Tech Company 109,Ha Noi,65-112 millions,"selenium, python",Manager,2024-09-06,88.5,5
Frontend Developer,Tech Company 476,Da Nang,13-26 millions,"reactjs, typescript",Junior,2024-06-13,19.5,2
AI/ML Engineer,Tech Company 64,Da Nang,36-66 millions,"python, tensorflow, cv",Lead,2025-11-17,51.0,4
Tester/QA,Tech Company 478,Da Nang,23-46 millions,"selenium, python",Senior,2024-08-17,34.5,3
Frontend Developer,Tech Company 335,Da Nang,22-48 millions,"angular, rxjs",Senior,2025-01-25,35.0,3
Mobile Developer,Tech Company 58,Ha Noi,26-55 millions,react native,Senior,2024-03-30,40.5,3
Data Scientist,Tech Company 437,Ha Noi,10-19 millions,"python, pytorch, aws",Fresher,2024-05-10,14.5,1
Backend Developer,Tech Company 217,Ho Chi Minh,14-30 millions,"go, microservices",Junior,2025-02-01,22.0,2
Fullstack Developer,Tech Company 203,Ho Chi Minh,17-30 millions,"python, vuejs, docker",Junior,2024-04-19,23.5,2
DevOps Engineer,Tech Company 256,Da Nang,8-14 millions,"aws, docker, k8s",Fresher,2024-08-12,11.0,1
Frontend Developer,Tech Company 324,Ho Chi Minh,29-58 millions,"angular, rxjs",Senior,2025-05-04,43.5,3
Mobile Developer,Tech Company 435,Ha Noi,29-56 millions,"flutter, dart",Senior,2024-08-03,42.5,3
Backend Developer,Tech Company 418,Ha Noi,28-58 millions,"java, spring boot",Senior,2024-11-02,43.0,3
Backend Developer,Tech Company 388,Ha Noi,26-58 millions,"node.js, express",Senior,2024-12-22,42.0,3
AI/ML Engineer,Tech Company 202,Ho Chi Minh,17-28 millions,"python, nlp, huggingface",Junior,2025-07-15,22.5,2
Backend Developer,Tech Company 227,Ho Chi Minh,8-17 millions,"go, microservices",Fresher,2024-05-20,12.5,1
Frontend Developer,Tech Company 431,Da Nang,13-27 millions,"vuejs, nuxt",Junior,2025-11-26,20.0,2
DevOps Engineer,Tech Company 333,Ho Chi Minh,15-27 millions,"azure, ci/cd, terraform",Junior,2025-06-11,21.0,2
Fullstack Developer,Tech Company 124,Ho Chi Minh,17-28 millions,"python, vuejs, docker",Junior,2024-05-01,22.5,2
Fullstack Developer,Tech Company 338,Ho Chi Minh,17-31 millions,"python, vuejs, docker",Junior,2025-11-17,24.0,2
Mobile Developer,Tech Company 62,Ha Noi,9-18 millions,"swift, ios",Fresher,2024-01-12,13.5,1
Data Scientist,Tech Company 141,Ho Chi Minh,9-21 millions,"python, pandas, scikit-learn",Fresher,2025-05-06,15.0,1
Fullstack Developer,Tech Company 153,Ho Chi Minh,27-58 millions,"java, angular, sql",Senior,2025-03-20,42.5,3
Frontend Developer,Tech Company 285,Ho Chi Minh,27-58 millions,"vuejs, nuxt",Senior,2025-02-07,42.5,3
Tester/QA,Tech Company 420,Ha Noi,27-57 millions,"selenium, python",Senior,2025-12-31,42.0,3
Data Scientist,Tech Company 356,Ho Chi Minh,29-55 millions,"python, pytorch, aws",Senior,2025-09-05,42.0,3
DevOps Engineer,Tech Company 83,Ha Noi,14-30 millions,"aws, docker, k8s",Junior,2025-10-30,22.0,2
Backend Developer,Tech Company 495,Ho Chi Minh,10-19 millions,"python, django",Fresher,2025-01-07,14.5,1
Backend Developer,Tech Company 464,Ho Chi Minh,26-59 millions,"java, spring boot",Senior,2025-06-15,42.5,3
Tester/QA,Tech Company 467,Ha Noi,27-58 millions,"manual testing, sql",Senior,2025-06-19,42.5,3
Frontend Developer,Tech Company 205,Ha Noi,7-19 millions,"angular, rxjs",Fresher,2024-06-16,13.0,1
DevOps Engineer,Tech Company 84,Ho Chi Minh,28-59 millions,"linux, jenkins, ansible",Senior,2025-09-11,43.5,3
Mobile Developer,Tech Company 139,Ho Chi Minh,14-30 millions,"kotlin, android",Junior,2024-03-20,22.0,2
Mobile Developer,Tech Company 399,Ho Chi Minh,8-16 millions,"flutter, dart",Fresher,2024-12-07,12.0,1
Data Scientist,Tech Company 194,Da Nang,11-24 millions,"sql, tableau, python",Junior,2024-08-15,17.5,2
Frontend Developer,Tech Company 421,Ha Noi,66-114 millions,"vuejs, nuxt",Manager,2025-08-25,90.0,5
DevOps Engineer,Tech Company 312,Ho Chi Minh,27-56 millions,"linux, jenkins, ansible",Senior,2024-10-04,41.5,3
DevOps Engineer,Tech Company 496,Ho Chi Minh,7-20 millions,"azure, ci/cd, terraform",Fresher,2025-11-25,13.5,1
Mobile Developer,Tech Company 263,Ha Noi,27-56 millions,"kotlin, android",Senior,2025-12-04,41.5,3
Fullstack Developer,Tech Company 499,Ha Noi,27-56 millions,"java, angular, sql",Senior,2025-10-16,41.5,3
Mobile Developer,Tech Company 258,Ha Noi,15-32 millions,"kotlin, android",Junior,2025-04-24,23.5,2
Data Scientist,Tech Company 209,Remote,16-26 millions,"sql, tableau, python",Junior,2024-11-08,21.0,2
Frontend Developer,Tech Company 295,Ha Noi,28-59 millions,"reactjs, typescript",Senior,2024-06-18,43.5,3
Tester/QA,Tech Company 478,Ha Noi,10-18 millions,"selenium, python",Fresher,2025-06-04,14.0,1
Frontend Developer,Tech Company 366,Ha Noi,25-55 millions,"html, css, js",Senior,2024-01-08,40.0,3
DevOps Engineer,Tech Company 351,Ha Noi,18-30 millions,"aws, docker, k8s",Junior,2025-06-24,24.0,2
Fullstack Developer,Tech Company 90,Ha Noi,29-58 millions,"python, vuejs, docker",Senior,2024-08-18,43.5,3
DevOps Engineer,Tech Company 497,Ha Noi,8-18 millions,"aws, docker, k8s",Fresher,2025-01-17,13.0,1
Data Scientist,Tech Company 154,Da Nang,8-17 millions,"python, pytorch, aws",Fresher,2024-10-24,12.5,1
Backend Developer,Tech Company 264,Ho Chi Minh,15-29 millions,"node.js, express",Junior,2025-10-20,22.0,2
Tester/QA,Tech Company 169,Ho Chi Minh,25-55 millions,"automation, cypress",Senior,2025-04-16,40.0,3
DevOps Engineer,Tech Company 221,Ho Chi Minh,15-29 millions,"linux, jenkins, ansible",Junior,2024-04-13,22.0,2
Fullstack Developer,Tech Company 394,Ho Chi Minh,14-29 millions,"java, angular, sql",Junior,2024-06-08,21.5,2
Mobile Developer,Tech Company 275,Ho Chi Minh,26-57 millions,"swift, ios",Senior,2024-07-05,41.5,3
Tester/QA,Tech Company 3,Ho Chi Minh,26-56 millions,"automation, cypress",Senior,2025-03-20,41.0,3
Data Scientist,Tech Company 216,Da Nang,12-22 millions,"python, pandas, scikit-learn",Junior,2025-02-08,17.0,2
Fullstack Developer,Tech Company 137,Da Nang,21-47 millions,"python, vuejs, docker",Senior,2025-11-12,34.0,3
Tester/QA,Tech Company 257,Ha Noi,8-20 millions,"manual testing, sql",Fresher,2025-02-13,14.0,1
Mobile Developer,Tech Company 65,Ha Noi,25-55 millions,react native,Senior,2024-01-22,40.0,3
Data Scientist,Tech Company 378,Ha Noi,17-29 millions,"python, pandas, scikit-learn",Junior,2025-09-03,23.0,2
AI/ML Engineer,Tech Company 79,Ha Noi,7-18 millions,"python, nlp, huggingface",Fresher,2025-09-24,12.5,1
AI/ML Engineer,Tech Company 342,Ho Chi Minh,28-59 millions,"python, tensorflow, cv",Senior,2024-09-10,43.5,3
Mobile Developer,Tech Company 219,Ho Chi Minh,7-17 millions,"flutter, dart",Fresher,2024-05-29,12.0,1
Backend Developer,Tech Company 119,Ho Chi Minh,8-18 millions,"node.js, express",Fresher,2025-10-10,13.0,1
Mobile Developer,Tech Company 1,Ho Chi Minh,15-27 millions,react native,Junior,2024-02-11,21.0,2
Data Scientist,Tech Company 221,Ha Noi,8-21 millions,"sql, tableau, python",Fresher,2024-04-13,14.5,1
DevOps Engineer,Tech Company 350,Da Nang,12-22 millions,"azure, ci/cd, terraform",Junior,2024-01-14,17.0,2
DevOps Engineer,Tech Company 271,Da Nang,23-46 millions,"azure, ci/cd, terraform",Senior,2025-08-26,34.5,3
AI/ML Engineer,Tech Company 67,Ho Chi Minh,27-55 millions,"python, tensorflow, cv",Senior,2024-04-18,41.0,3
Backend Developer,Tech Company 39,Ha Noi,26-57 millions,"java, spring boot",Senior,2024-04-11,41.5,3
AI/ML Engineer,Tech Company 370,Ha Noi,43-80 millions,"c++, cuda, computer vision",Lead,2025-06-30,61.5,4
Mobile Developer,Tech Company 500,Ho Chi Minh,18-31 millions,"swift, ios",Junior,2025-07-27,24.5,2
Fullstack Developer,Tech Company 98,Ha Noi,6-19 millions,"java, angular, sql",Fresher,2025-12-11,12.5,1
Frontend Developer,Tech Company 400,Ho Chi Minh,27-57 millions,"vuejs, nuxt",Senior,2025-07-29,42.0,3
Data Scientist,Tech Company 357,Ha Noi,14-30 millions,"python, pandas, scikit-learn",Junior,2025-08-29,22.0,2
Tester/QA,Tech Company 138,Da Nang,6-14 millions,"java, appium",Fresher,2025-12-26,10.0,1
Backend Developer,Tech Company 475,Ho Chi Minh,26-58 millions,"java, spring boot",Senior,2024-10-11,42.0,3
Backend Developer,Tech Company 1,Da Nang,9-14 millions,"java, spring boot",Fresher,2024-04-28,11.5,1
AI/ML Engineer,Tech Company 422,Ho Chi Minh,29-58 millions,"python, nlp, huggingface",Senior,2024-01-11,43.5,3
AI/ML Engineer,Tech Company 445,Ha Noi,15-27 millions,"python, tensorflow, cv",Junior,2025-11-04,21.0,2
Frontend Developer,Tech Company 325,Ha Noi,29-56 millions,"html, css, js",Senior,2025-10-03,42.5,3
Tester/QA,Tech Company 414,Ho Chi Minh,26-56 millions,"manual testing, sql",Senior,2025-10-06,41.0,3
Tester/QA,Tech Company 462,Ho Chi Minh,44-79 millions,"manual testing, sql",Lead,2024-05-31,61.5,4
Tester/QA,Tech Company 252,Ha Noi,17-28 millions,"manual testing, sql",Junior,2025-08-06,22.5,2
AI/ML Engineer,Tech Company 352,Ho Chi Minh,43-81 millions,"python, tensorflow, cv",Lead,2025-02-07,62.0,4
Frontend Developer,Tech Company 52,Ho Chi Minh,26-59 millions,"html, css, js",Senior,2025-02-16,42.5,3
Backend Developer,Tech Company 391,Ho Chi Minh,27-55 millions,"python, django",Senior,2024-01-14,41.0,3
Fullstack Developer,Tech Company 308,Da Nang,23-46 millions,"react, node.js, mongo",Senior,2025-10-04,34.5,3
Fullstack Developer,Tech Company 279,Da Nang,21-45 millions,"java, angular, sql",Senior,2024-02-27,33.0,3
Frontend Developer,Tech Company 53,Ha Noi,28-55 millions,"reactjs, typescript",Senior,2024-10-30,41.5,3
Fullstack Developer,Tech Company 198,Ha Noi,29-55 millions,"react, node.js, mongo",Senior,2025-03-13,42.0,3
Frontend Developer,Tech Company 185,Ho Chi Minh,15-30 millions,"angular, rxjs",Junior,2024-05-01,22.5,2
Backend Developer,Tech Company 93,Da Nang,34-65 millions,"java, spring boot",Lead,2025-09-06,49.5,4
AI/ML Engineer,Tech Company 139,Ho Chi Minh,28-56 millions,"c++, cuda, computer vision",Senior,2024-04-16,42.0,3
AI/ML Engineer,Tech Company 399,Ha Noi,45-80 millions,"c++, cuda, computer vision",Lead,2024-06-01,62.5,4
Mobile Developer,Tech Company 418,Ho Chi Minh,28-58 millions,"kotlin, android",Senior,2025-05-04,43.0,3
AI/ML Engineer,Tech Company 393,Ha Noi,7-21 millions,"python, tensorflow, cv",Fresher,2024-07-05,14.0,1
Mobile Developer,Tech Company 171,Ho Chi Minh,17-29 millions,"kotlin, android",Junior,2025-10-13,23.0,2
Data Scientist,Tech Company 253,Da Nang,6-15 millions,"sql, tableau, python",Fresher,2025-06-30,10.5,1
Mobile Developer,Tech Company 398,Ha Noi,27-57 millions,"flutter, dart",Senior,2025-08-14,42.0,3
Frontend Developer,Tech Company 186,Ha Noi,26-56 millions,"vuejs, nuxt",Senior,2024-01-18,41.0,3
